,Unnamed: 0,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure,num_malls,num_taxi_stands,num_primary_schools,num_mrt,num_hawker,num_carparks,num_bus_stops,num_chas_clinics,num_sports_facilities,num_community_centers,num_supermarkets,num_secondary_schools
1883,1883,LORONG K TELOK KURAU,PALM GALLERIA,OCR,1.3487372225372185,103.87648210364388,12742.625971763418,15,Freehold,2,5,3,2,0,1,0,13,1,1,7,3
1884,1884,PINE GROVE,ASTOR GREEN,RCR,1.212447870633769,103.8819647204605,12341.945349929692,21,99 yrs lease commencing from 1991,0,0,0,0,0,0,0,0,0,0,0,0
1885,1885,JALAN HAJIJAH,LAGUNA GREEN,OCR,1.3716148658087262,103.87642123447674,10958.88215011643,16,99 yrs lease commencing from 1995,1,0,3,0,1,0,0,19,0,3,5,4
1886,1886,RIFLE RANGE ROAD,MAYFAIR MODERN,RCR,1.2172999997498584,103.90092601607564,21628.863839980648,21,99 yrs lease commencing from 2018,0,0,0,0,0,0,0,0,0,0,0,0
1887,1887,SEA AVENUE,EAST GALLERIA,RCR,1.3439336295881992,103.8693917485802,15357.07851432432,15,Freehold,1,6,3,2,1,1,0,3,0,2,2,2
1888,1888,MARGATE ROAD,SANTA FE MANSIONS,RCR,1.3253045052268408,103.86375836347432,14601.646090534978,15,Freehold,1,5,3,3,2,4,0,29,1,4,10,2
1889,1889,CARPMAEL ROAD,CARPMAEL THIRTY-EIGHT,RCR,1.3343979337322145,103.8766993460222,17451.528852486474,15,Freehold,1,4,3,3,1,0,0,8,1,1,3,2
1890,1890,JALAN WAKAFF,FENARA COURT,OCR,1.3484924314010716,103.88200975889698,9736.559139784946,15,Freehold,1,4,2,2,0,2,0,8,0,0,4,3
1891,1891,MEYER ROAD,THE VIEW @ MEYER,RCR,1.323574532930323,103.86188950399143,18273.45910876692,15,Freehold,0,3,3,1,3,7,2,27,1,3,8,3
1892,1892,MEYER ROAD,THE BELVEDERE,RCR,1.3240390923749796,103.86105342281397,18447.91211084237,15,Freehold,0,3,3,1,2,7,2,26,1,3,8,3
1893,1893,EASTWOOD ROAD,EASTWOOD LODGE,OCR,1.3938979894587555,103.88419784385366,10684.931506849314,16,99 yrs lease commencing from 1996,1,0,4,5,2,0,0,17,2,2,6,2
1894,1894,FORT ROAD,ONE FORT,RCR,1.3216100533751614,103.86394434220176,15608.898089467904,15,Freehold,0,4,2,3,2,5,4,22,2,3,9,2
1895,1895,FLORA ROAD,AVILA GARDENS,OCR,1.4021916121709932,103.92340324836326,9256.20071582888,17,Freehold,0,0,1,1,0,0,0,3,0,0,3,0
1896,1896,LORONG H TELOK KURAU,THE BALE,OCR,1.3432780617873488,103.87835193225015,11805.767339465508,15,Freehold,0,4,2,3,1,1,0,4,0,1,3,2
1897,1897,BUTTERWORTH LANE,BUTTERWORTH 8,RCR,1.331237552805219,103.87567103418594,15444.217966012904,15,Freehold,1,3,2,2,0,0,0,11,1,2,5,1
1898,1898,TAMPINES STREET 86,Q BAY RESIDENCES,OCR,1.3639566281190785,103.91458365662412,12079.597002095945,18,99 yrs lease commencing from 2012,0,0,0,0,0,0,0,0,0,0,0,0
1899,1899,TAMPINES ROAD,FORTUNE PARK,OCR,1.3273868403003533,103.9249289219982,9994.022302630186,19,Freehold,3,6,3,1,4,29,0,28,1,2,10,1
1900,1900,PEMIMPIN DRIVE,MARYMOUNT VIEW,RCR,1.2771418099971632,103.91610625732883,14175.187901678784,20,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1901,1901,LORONG M TELOK KURAU,EBONY MANSIONS,OCR,1.3470775035676856,103.87368917101188,12059.939387861466,15,Freehold,2,5,2,3,1,1,0,13,0,2,6,2
1902,1902,HAIG AVENUE,EIS RESIDENCES,RCR,1.33609540482005,103.87123062829812,12574.33776836762,15,Freehold,1,3,3,2,1,0,0,11,0,2,6,2
1903,1903,BISHAN STREET 15,SKY VUE,RCR,1.287252974765238,103.91604619806876,18147.882998200785,20,99 yrs lease commencing from 2013,0,0,0,0,0,0,0,0,0,0,0,0
1904,1904,LORONG J TELOK KURAU,J@63,OCR,1.3457256154184951,103.87765482551164,16555.186511667103,15,Freehold,2,5,2,2,1,1,0,8,0,0,5,3
1905,1905,SEA AVENUE,CHAPEL COURT,RCR,1.344377821059324,103.8689684951332,13175.011504032203,15,Freehold,1,6,2,3,1,1,0,3,0,2,2,2
1906,1906,YIO CHU KANG ROAD,SPACE @ KOVAN,OCR,1.3133407007454598,103.917939646575,13773.528857447924,19,Freehold,0,2,3,1,1,0,0,11,2,0,12,2
1907,1907,BUKIT TIMAH ROAD,MAPLE WOODS,RCR,1.22027459109195,103.89810323822708,16524.553068359626,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1908,1908,UPPER EAST COAST ROAD,THE CALYPSO,OCR,1.3803601779011805,103.87854832394434,12693.265842011975,16,Freehold,2,0,3,0,1,0,0,7,0,2,7,2
1909,1909,UPPER BUKIT TIMAH VIEW,BUKIT REGENCY,RCR,1.2063917639715978,103.91013585309032,12119.62761524535,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1910,1910,LORONG CHUAN,THE CHUAN,OCR,1.2968030325245572,103.91319205541762,16234.66503624614,19,999 yrs lease commencing from 1877,0,1,1,0,1,0,0,3,2,1,1,0
1911,1911,MARGATE ROAD,MEIER SUITES,RCR,1.3250523182377485,103.86240942415677,17562.68347010468,15,Freehold,1,3,3,1,3,5,0,27,1,4,11,3
1912,1912,PASIR RIS DRIVE 3,EASTVALE,OCR,1.3901156938578256,103.93782567916494,7762.056726935887,18,99 yrs lease commencing from 1996,0,0,0,0,0,0,0,0,0,0,0,0
1913,1913,BEDOK RESERVOIR ROAD,BAYWATER,OCR,1.3693450513235998,103.90081429698444,10319.164357543345,16,99 yrs lease commencing from 2001,2,1,2,1,0,0,0,12,0,0,5,2
1914,1914,MEYER ROAD,MEYERHOUSE,RCR,1.329998402781182,103.8618820461359,27422.122791699552,15,Freehold,1,2,2,1,1,2,0,16,1,3,11,2
1915,1915,LORONG 105 CHANGI,THE ARIEL,RCR,1.3396151427740857,103.8794499278789,12179.047251238602,15,Freehold,0,1,2,2,1,0,0,5,1,1,5,3
1916,1916,FLORA ROAD,EDELWEISS PARK CONDOMINIUM,OCR,1.4043798597792243,103.91980924045986,8846.235494772007,17,Freehold,1,1,3,2,0,0,0,4,0,0,6,0
1917,1917,UPPER THOMSON ROAD,LAKEVIEW ESTATE,RCR,1.2705272941834755,103.91262587135974,8887.676337846551,20,99 yrs lease commencing from 1977,0,0,0,0,0,0,0,0,0,0,0,0
1918,1918,SIMEI STREET 4,SIMEI GREEN CONDOMINIUM,OCR,1.394776267384047,103.90447994736824,8360.85622602761,18,99 yrs lease commencing from 1996,2,0,8,6,0,9,0,16,0,2,7,5
1919,1919,HUME AVENUE,SUMMERHILL,OCR,1.2015508382995654,103.92329330011188,13391.822119064143,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1920,1920,UPPER CHANGI ROAD EAST,SUNHAVEN,OCR,1.3990924899033437,103.91146154174288,10072.644082887027,16,Freehold,2,1,7,7,0,9,0,15,0,2,11,3
1921,1921,MARINE PARADE ROAD,LAGOON VIEW,OCR,1.3708006157836694,103.87427511578494,9897.754100382288,15,99 yrs lease commencing from 1977,1,0,2,0,0,0,0,14,0,2,5,3
1922,1922,TOH YI DRIVE,TOH YI COURT,RCR,1.2077389591120626,103.89994260811392,10037.65030876562,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1923,1923,CEYLON LANE,IVORY,RCR,1.3370219840332085,103.87495550373738,11652.921332682428,15,Freehold,1,4,2,3,1,0,0,9,1,1,5,2
1924,1924,POH HUAT ROAD,FONTAINE PARRY,OCR,1.3164042030956071,103.93005216670689,11872.503937238333,19,999 yrs lease commencing from 1877,2,3,1,2,2,4,0,13,1,1,10,1
1925,1925,ST. PATRICK'S ROAD,GRAND DUCHESS AT ST PATRICK'S,OCR,1.352772670319606,103.8709737421788,16765.6065626047,15,Freehold,2,6,3,2,0,1,0,15,1,1,6,3
1926,1926,LOYANG BESAR CLOSE,COASTAL BREEZE RESIDENCES,OCR,1.394201647043738,103.94163654873618,8331.188366157723,17,99 yrs lease commencing from 2008,0,0,0,0,0,0,0,0,0,0,0,0
1927,1927,CRANE ROAD,CRANE COURT,RCR,1.3347580644351196,103.87557889497609,11212.314814814816,15,Freehold,1,4,2,2,1,0,0,10,1,2,5,2
1928,1928,EAST COAST ROAD,MAYFAIR RESIDENCES,OCR,1.3510160107020175,103.87338133783864,16232.251390146128,15,Freehold,2,6,1,1,0,1,0,15,1,1,6,2
1929,1929,SUNSHINE TERRACE,THE SUNSHINE,OCR,1.3083766600305022,103.90954834879092,11541.810235233264,19,Freehold,5,1,4,2,3,0,0,11,5,2,12,2
1930,1930,BUKIT TIMAH ROAD,CASA ESPERANZA,RCR,1.219053565301126,103.89778249814086,16102.706769920356,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1931,1931,TANJONG KATONG ROAD,SUITES@ KATONG,RCR,1.3321311739985258,103.87137920188452,14867.841795861828,15,Freehold,1,3,2,2,1,0,0,13,0,3,6,2
1932,1932,EAST COAST ROAD,THE ODEON KATONG,RCR,1.3385194399244091,103.8682326271488,14421.680817029655,15,Freehold,1,3,2,2,1,0,0,7,0,2,4,2
1933,1933,JOO CHIAT TERRACE,ASPEN LOFT,RCR,1.3413485203674964,103.87843349021628,11203.290565096891,15,Freehold,0,2,2,2,1,1,0,4,0,1,3,3
1934,1934,LORONG HOW SUN,BARTLEY RESIDENCES,OCR,1.3169490364313317,103.90623106824908,14399.102301478795,19,99 yrs lease commencing from 2011,0,2,2,2,3,8,0,8,2,2,11,0
1935,1935,LORONG J TELOK KURAU,J COURT,OCR,1.3439969641717902,103.87634005069792,9728.448275862069,15,Freehold,1,5,2,3,1,1,0,5,0,1,4,3
1936,1936,UPPER EAST COAST ROAD,RESIDENTIAL APARTMENTS,OCR,1.36577294022719,103.87653393004278,10449.3633295708,15,Freehold,0,0,3,0,0,0,0,14,0,2,3,2
1937,1937,PUNGGOL WALK,ECOPOLITAN,OCR,1.333591714835793,103.96366959676978,11287.44686034136,19,99 yrs lease commencing from 2012,1,4,0,2,0,0,0,5,0,0,3,0
1938,1938,LIM TUA TOW ROAD,CAMBIO SUITES,OCR,1.3129131381532255,103.918481053382,13358.684896604133,19,Freehold,0,2,3,1,1,0,0,11,2,0,12,2
1939,1939,IPOH LANE,38 I SUITES,RCR,1.3328913011820558,103.8752445643453,15640.229409853271,15,Freehold,1,3,3,2,1,0,0,11,1,2,5,1
1940,1940,PASIR RIS STREET 72,WHITEWATER,OCR,1.3724732293673525,103.94361833019728,7774.781170169832,18,99 yrs lease commencing from 2002,2,2,2,1,1,0,0,7,2,1,5,1
1941,1941,MEYER PLACE,ONE MEYER,RCR,1.3226830966165712,103.86187770666989,28118.798513361897,15,Freehold,0,3,2,1,3,7,3,26,1,3,9,2
1942,1942,YIO CHU KANG ROAD,PARKWOOD RESIDENCES,OCR,1.3122779773900943,103.92972470850025,15168.496347623608,19,99 yrs lease commencing from 2018,0,1,0,1,1,0,0,8,1,1,8,1
1943,1943,UPPER EAST COAST ROAD,EASTERN LAGOON,OCR,1.3715367008727195,103.87746361934268,13592.885669235777,15,Freehold,1,0,3,0,1,0,0,25,0,3,6,4
1944,1944,BUKIT TIMAH ROAD,FLORIDIAN,RCR,1.221140713926368,103.89664602192914,19156.94103161339,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1945,1945,SERANGOON AVENUE 3,THE SUNNYDALE,OCR,1.3039216760489811,103.91190048415524,10073.68057291917,19,99 yrs lease commencing from 1997,5,1,3,2,2,0,0,11,5,2,9,2
1946,1946,UPPER CHANGI ROAD EAST,CHANGI COURT,OCR,1.3995020693916616,103.9062709156406,11072.554202202333,16,Freehold,4,3,8,9,1,8,0,22,0,2,11,5
1947,1947,LORONG N TELOK KURAU,THE LUCENT,OCR,1.3528359828506438,103.87470091001067,13026.296486007685,15,Freehold,2,4,2,1,0,1,0,15,1,1,6,3
1948,1948,EDEN GROVE,8 EDEN GROVE,OCR,1.3087469583080753,103.90811083043243,11950.8547008547,19,Freehold,6,2,4,2,3,0,0,12,5,2,13,0
1949,1949,JALAN LOYANG BESAR,LIGHTHOUSE,OCR,1.3962479769787646,103.94165523390993,7453.5422346547375,17,99 yrs lease commencing from 1993,0,0,0,0,0,0,0,0,0,0,0,0
1950,1950,UPPER SERANGOON ROAD,SUITES @ KOVAN,OCR,1.3233563072717751,103.9253266580379,14079.04583801976,19,Freehold,3,5,1,1,3,24,0,24,1,1,9,1
1951,1951,KOVAN ROAD,KOVAN CREST,OCR,1.3179651729816362,103.9214880107674,10382.72734836509,19,Freehold,0,0,2,0,0,7,0,10,2,0,9,0
1952,1952,CEYLON LANE,PRESIDIO,RCR,1.3362494572065535,103.8743322774778,13666.666666666666,15,Freehold,1,4,2,3,1,0,0,10,1,2,5,1
1953,1953,YIO CHU KANG ROAD,HUNDRED PALMS RESIDENCES,OCR,1.314064204997865,103.9360069530076,9147.791188158444,19,99 yrs lease commencing from 2016,0,1,0,2,2,2,0,5,1,1,3,0
1954,1954,UPPER PAYA LEBAR ROAD,RESIDENTIAL APARTMENTS,RCR,1.321543025890858,103.90347669011886,9569.89247311828,19,999 yrs lease commencing from 1982,0,3,2,1,2,8,0,12,0,2,6,1
1955,1955,JOO CHIAT TERRACE,RESIDENTIAL APARTMENTS,RCR,1.340428231595765,103.87802945336928,4549.54954954955,15,Freehold,0,2,2,2,1,0,0,4,1,1,3,3
1956,1956,BROOKVALE WALK,BROOKVALE PARK,OCR,1.2046106367993323,103.89346559337204,13857.565114108766,21,999 yrs lease commencing from 1885,0,0,0,0,0,0,0,0,0,0,0,0
1957,1957,JALAN LABU AYER,RESIDENTIAL APARTMENTS,OCR,1.3108156705010718,103.90728504051322,9420.289855072464,19,Freehold,4,0,3,2,2,1,0,12,4,2,10,0
1958,1958,TAMPINES ROAD,TRILIVE,OCR,1.3282195869123912,103.92500687273052,17151.293590351772,19,Freehold,3,6,3,1,4,32,0,28,1,2,10,2
1959,1959,JALAN TUA KONG,PARK EAST,OCR,1.3613745290119788,103.881889906923,13548.327937068729,15,Freehold,2,3,0,1,1,1,0,11,2,1,5,0
1960,1960,BISHAN STREET 15,SKY HABITAT,RCR,1.2883396517879164,103.9152785274618,15877.125863562364,20,99 yrs lease commencing from 2011,0,0,0,0,0,0,0,0,0,0,0,0
1961,1961,JALAN LOYANG BESAR,LOYANG GARDENS,OCR,1.3939812198147914,103.94172832587232,8020.784009145219,17,999 yrs lease commencing from 1885,0,0,0,0,0,0,0,0,0,0,0,0
1962,1962,UPPER SERANGOON ROAD,STARS OF KOVAN,OCR,1.3239877105656714,103.92483692432585,16037.265730793197,19,99 yrs lease commencing from 2015,3,5,1,1,3,23,0,23,1,1,10,1
1963,1963,JOO CHIAT PLACE,EASTERN RESIDENCE,OCR,1.3442898481812862,103.87847831473024,11816.51376146789,15,Freehold,1,4,2,2,1,1,0,6,0,1,4,2
1964,1964,RIFLE RANGE ROAD,MAYFAIR GARDENS,RCR,1.2179797225381854,103.90157201258285,20906.712680897333,21,99 yrs lease commencing from 2018,0,0,0,0,0,0,0,0,0,0,0,0
1965,1965,SERANGOON AVENUE 3,AMARANDA GARDENS,OCR,1.3028353111756152,103.91298720562943,15286.411224188205,19,Freehold,4,1,3,2,2,0,0,10,4,1,7,2
1966,1966,UPPER PAYA LEBAR ROAD,SUITES @ PAYA LEBAR,OCR,1.31645666454277,103.91369613171966,14779.121648111912,19,Freehold,0,1,1,1,0,0,0,3,2,1,4,0
1967,1967,JOO CHIAT PLACE,EVERITT EDGE,RCR,1.338382730603894,103.87729906902948,14066.10294117647,15,Freehold,0,2,2,2,1,0,0,6,1,1,4,3
1968,1968,LORONG L TELOK KURAU,LAVERNE'S LOFT,OCR,1.3469529381532597,103.87482396457602,14781.488376732894,15,Freehold,2,5,2,3,1,1,0,13,0,2,7,2
1969,1969,HOUGANG AVENUE 2,THE FLORENCE RESIDENCES,OCR,1.322591766796188,103.9302482755049,16521.320494630847,19,99 yrs lease commencing from 2018,3,4,3,1,3,29,0,21,3,2,10,0
1970,1970,LORONG K TELOK KURAU,SAPPHIRE COURT,OCR,1.3479300179135634,103.87617077417478,8116.883116883117,15,Freehold,2,5,3,2,0,1,0,13,1,1,7,2
1971,1971,JOO CHIAT PLACE,JOO CHIAT MANSIONS,RCR,1.3410013315290554,103.87767968870884,12033.074534161491,15,Freehold,0,3,2,2,1,1,0,4,0,1,3,3
1972,1972,KOON SENG ROAD,KOON SENG COURT,RCR,1.3423125985266695,103.87649399390423,13550.64909734719,15,Freehold,0,5,2,3,1,1,0,3,0,1,2,3
1973,1973,MARGATE ROAD,RIVAGE,RCR,1.3252618357238335,103.86322353010108,13921.699362397272,15,Freehold,1,5,3,2,2,5,0,29,1,4,11,2
1974,1974,LORONG H TELOK KURAU,THE AMBRA,OCR,1.349276143061135,103.88059547069608,12069.24867082222,15,Freehold,2,5,2,2,0,2,0,9,0,0,6,2
1975,1975,MARSHALL ROAD,ISUITES @ MARSHALL,RCR,1.33735851707413,103.87064595071072,15994.81895245695,15,Freehold,1,3,3,2,1,0,0,8,0,2,5,2
1976,1976,JOO CHIAT LANE,JC RESIDENCE,RCR,1.33719329331227,103.87619428452344,12374.368773744696,15,Freehold,0,2,2,2,1,0,0,5,1,1,3,2
1977,1977,MARINE PARADE,MARINE MEADOWS,RCR,1.343180328714808,103.868600365186,13901.273885350318,15,Freehold,1,6,2,2,1,0,0,2,0,2,2,2
1978,1978,GREEN LANE,ONE K GREENLANE,RCR,1.3300084231955205,103.87455065505137,11799.47041843214,15,Freehold,1,3,2,2,0,0,0,12,2,2,5,2
1979,1979,HAIG AVENUE,SCK VILLE,RCR,1.335966775148275,103.87095787695246,10742.062284439036,15,Freehold,1,3,3,2,1,0,0,9,0,2,6,2
1980,1980,NALLUR ROAD,HUA XIN COURT,OCR,1.369909097027807,103.875073288746,12021.857923497268,15,Freehold,1,0,2,0,0,0,0,16,0,2,5,3
1981,1981,YUK TONG AVENUE,CHUN TIN COURT,RCR,1.210267961673276,103.90565247655664,13333.333333333334,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1982,1982,JALAN TUA KONG,CRESCENDO PARK,OCR,1.3631368125113468,103.87693093138164,12909.1797634716,15,Freehold,1,3,1,1,0,1,0,16,2,1,3,2
1983,1983,YIO CHU KANG ROAD,RESIDENCES BOTANIQUE,OCR,1.3127118481744209,103.9206301698158,12946.554016261673,19,Freehold,0,1,3,1,1,0,0,9,0,0,9,3
1984,1984,PULASAN ROAD,GALLERY 8,RCR,1.3426832441904624,103.87505826534812,12279.039127792495,15,Freehold,1,5,3,3,1,1,0,4,0,1,3,4
1985,1985,PALM ROAD,EAST PALM,OCR,1.368238379028886,103.87700747243407,12982.998482998482,15,Freehold,1,0,2,0,0,0,0,17,0,2,5,3
1986,1986,JALAN BINGKA,RESIDENTIAL APARTMENTS,RCR,1.215584915848086,103.90411134744794,4823.529411764706,21,99 yrs lease commencing from 1952,0,0,0,0,0,0,0,0,0,0,0,0
1987,1987,ANCHORVALE LANE,RIVERCOVE RESIDENCES,OCR,1.3201415222379902,103.9565419320291,10546.893957738244,19,99 yrs lease commencing from 2016,0,0,0,2,1,0,0,0,0,0,1,1
1988,1988,PALM ROAD,FORTUNE SPRING,OCR,1.368182984211798,103.87622969834528,12215.0,15,Freehold,1,0,2,0,0,0,0,16,0,2,5,3
1989,1989,JALAN TENGGIRI,D'SAVILLE,OCR,1.350979077831295,103.87066619675969,11112.836794434204,15,Freehold,2,6,2,2,0,1,0,14,1,1,6,3
1990,1990,SIMEI STREET 4,DOUBLE BAY RESIDENCES,OCR,1.3932102109883333,103.9040755727674,11368.02298463142,18,99 yrs lease commencing from 2008,2,3,6,8,0,9,0,14,0,2,4,5
1991,1991,STILL ROAD,BOON COURT,RCR,1.342034160157404,103.87929084655904,9687.35459393679,15,Freehold,0,2,2,2,1,1,0,5,0,1,4,2
1992,1992,ANGKLONG LANE,FABER GARDEN CONDOMINIUM,RCR,1.2664846471695153,103.92648835616322,13604.652526524464,20,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1993,1993,MARINE PARADE ROAD,TAIPAN GRAND,OCR,1.3703336363418177,103.87508399716756,12315.887309396869,15,Freehold,1,0,2,0,0,0,0,16,0,2,5,3
1994,1994,LORONG L TELOK KURAU,LE CONNEY PARK,OCR,1.3489134365723745,103.87591409267158,11351.396861718347,15,Freehold,2,5,2,2,0,1,0,14,1,1,7,2
1995,1995,JALAN TUA KONG,GEMINI APARTMENTS,OCR,1.3616606879011173,103.88076920513598,10864.406779661018,15,Freehold,2,3,0,1,1,1,0,11,2,1,4,0
1996,1996,ROSE LANE,TAIPAN JADE,RCR,1.3305905311917336,103.87357891569036,12094.89217653578,15,Freehold,1,3,3,2,0,0,0,12,2,3,5,2
1997,1997,LANGSAT ROAD,STILL 123,RCR,1.3418640603288683,103.87958412268632,11419.586702605571,15,Freehold,0,1,2,1,1,1,0,4,0,1,4,2
1998,1998,EDGEDALE PLAINS,RIVER ISLES,OCR,1.350409671618036,103.96005034526696,10489.440580990426,19,99 yrs lease commencing from 2012,0,2,3,2,0,0,0,15,0,2,5,2
1999,1999,BUANGKOK GREEN,HOUGANG GREEN,OCR,1.3240153419886105,103.94303645463674,7903.970903210247,19,99 yrs lease commencing from 1994,0,2,2,2,2,17,0,14,2,4,5,3
2000,2000,YIO CHU KANG ROAD,TOHO GREEN,OCR,1.3122779773900943,103.92972470850025,8917.1974522293,19,99 yrs lease commencing from 1978,0,1,0,1,1,0,0,8,1,1,8,1
2001,2001,PASIR RIS GROVE,NV RESIDENCES,OCR,1.3803191574569589,103.93495678821776,9920.119113155884,18,99 yrs lease commencing from 2008,1,0,2,0,0,0,0,7,0,1,5,0
2002,2002,BUKIT TIMAH ROAD,THE STERLING,RCR,1.217685135795578,103.89861712127424,17053.848984599954,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
2003,2003,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,OCR,1.3838877191302132,103.89145494605764,12792.672499445784,16,99 yrs lease commencing from 2008,2,2,6,6,1,0,0,19,0,2,6,3
2004,2004,BEDOK RISE,THE GLADES,OCR,1.384689092043925,103.89053687960178,15634.837327322572,16,99 yrs lease commencing from 2013,3,2,6,6,1,0,0,20,0,3,8,2
2005,2005,UPPER CHANGI ROAD EAST,CHANGI GREEN,OCR,1.4003163351770425,103.90826766266068,11089.989217804849,16,Freehold,4,3,7,8,1,9,0,22,0,3,13,3
2006,2006,BEDOK NORTH DRIVE,BEDOK RESIDENCES,OCR,1.3655826904368276,103.8877611017711,15571.517057726713,16,99 yrs lease commencing from 2011,1,3,4,2,1,5,0,28,3,2,8,3
2007,2007,LORONG 108 CHANGI,STILLZ RESIDENCE,RCR,1.34158909902414,103.87979970597512,12023.134936342483,15,Freehold,0,1,2,1,1,0,0,4,0,1,4,2
2008,2008,EAST COAST TERRACE,AXIS @ SIGLAP,OCR,1.360589072593051,103.8754157879736,12251.501825251062,15,Freehold,1,2,1,0,0,0,0,12,1,0,4,1
2009,2009,JOO CHIAT PLACE,SUNSHINE MANSIONS,OCR,1.344450960074087,103.8784224325145,12674.041906313956,15,Freehold,1,4,2,2,1,1,0,6,0,1,5,2
2010,2010,TANJONG KATONG ROAD,BENG TONG MANSION,RCR,1.3318258270718537,103.87183982900844,21626.016260162603,15,Freehold,1,3,2,2,1,0,0,12,0,3,5,2
2011,2011,SUNBIRD ROAD,SUNBIRD VIEW,OCR,1.393207970254803,103.90274577693854,9156.976744186046,16,Freehold,3,4,6,7,0,8,0,17,0,3,5,4
2012,2012,LORONG GAMBIR,LE GAMBIR,OCR,1.3117889298709318,103.90855854492928,10897.435897435898,19,Freehold,3,0,3,1,1,0,0,10,1,2,10,0
2013,2013,PULASAN ROAD,ROYALE MANSIONS,RCR,1.3430266579684378,103.87577887226789,11166.48253508284,15,Freehold,1,5,2,3,1,1,0,4,0,1,3,3
2014,2014,MANGIS ROAD,LA MARIPOSA,RCR,1.3413099257495251,103.87625297249387,18588.71370967742,15,Freehold,0,3,2,3,1,1,0,5,0,1,3,3
2015,2015,JOO CHIAT PLACE,PARC BLEU,OCR,1.3444796778657937,103.87760845634756,13523.702126292274,15,Freehold,1,4,1,3,1,1,0,6,0,1,4,2
2016,2016,HOUGANG AVENUE 7,THE FLORIDA,OCR,1.3371919073387752,103.93728787431876,7620.328624664477,19,99 yrs lease commencing from 1997,0,4,3,2,2,19,0,13,0,2,5,3
2017,2017,TAMPINES CENTRAL 7,THE TAMPINES TRILLIANT,OCR,1.376791078575115,103.92249988689312,11431.245882106994,18,99 yrs lease commencing from 2011,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018,EASTWOOD ROAD,LAGUNA 88,OCR,1.3955604230371073,103.88525273974702,9346.480328439997,16,99 yrs lease commencing from 1995,0,0,4,5,1,0,0,13,2,1,5,2
2019,2019,TAMPINES ROAD,KOVAN GRANDEUR,OCR,1.328540059394647,103.92398151915516,13350.275999678795,19,99 yrs lease commencing from 2010,2,7,3,2,3,32,0,28,1,2,10,2
2020,2020,BISHAN STREET 21,BISHAN 8,RCR,1.2833027795499712,103.912782949294,12542.237513252603,20,99 yrs lease commencing from 1996,0,0,0,0,0,0,0,0,0,0,0,0
2021,2021,UPPER SERANGOON VIEW,BOATHOUSE RESIDENCES,OCR,1.3390478681126363,103.93915056287392,11146.475597416063,19,99 yrs lease commencing from 2011,0,4,4,2,2,9,0,15,0,2,4,3
2022,2022,TEMBELING ROAD,RESIDENTIAL APARTMENTS,RCR,1.3401969765080086,103.87328204608828,23215.32211259431,15,Freehold,0,3,2,2,1,0,0,3,0,1,3,2
2023,2023,JOO CHIAT ROAD,RESIDENTIAL APARTMENTS,RCR,1.3413038058917144,103.87030237564738,10704.571546031551,15,Freehold,0,2,3,2,1,0,0,2,0,1,1,3
2024,2024,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD PLAZA,RCR,1.212112116470149,103.90514272910418,14228.693181818182,21,999 yrs lease commencing from 1884,0,0,0,0,0,0,0,0,0,0,0,0
2025,2025,LORONG AH SOO,URBAN RESIDENCES,OCR,1.3165588536096149,103.91407357011458,13889.16226881567,19,Freehold,0,1,1,1,0,0,0,3,2,1,4,0
2026,2026,LORONG G TELOK KURAU,THE MEDLEY,OCR,1.3479184911779636,103.88050747771824,11947.13992431133,15,Freehold,2,5,2,2,0,1,0,10,0,0,5,3
2027,2027,SIMEI RISE,CHANGI RISE CONDOMINIUM,OCR,1.3975614368179416,103.91192939814596,8339.356054493177,18,99 yrs lease commencing from 2000,2,1,7,8,0,9,0,18,0,2,11,2
2028,2028,JOO CHIAT TERRACE,CELESTIA,RCR,1.34105195867938,103.8782058720344,11677.603131588485,15,Freehold,0,2,2,2,1,1,0,4,0,1,3,3
2029,2029,CHAPEL ROAD,THE ADARA,RCR,1.344431879367742,103.87002277560676,13601.077792068112,15,Freehold,1,6,2,2,1,1,0,5,0,2,3,2
2030,2030,EAST COAST ROAD,448@EAST COAST,OCR,1.3501457258798082,103.8723950038416,14651.339661080065,15,Freehold,2,6,1,2,0,1,0,15,1,1,6,2
2031,2031,FORT ROAD,FORT GARDENS,RCR,1.3213870768677072,103.86277028249314,14641.197756535674,15,Freehold,0,5,2,2,3,5,6,23,1,3,9,2
2032,2032,ST. PATRICK'S ROAD,TIERRA VUE,OCR,1.3504147239399829,103.87046926213748,16243.371301494706,15,Freehold,2,6,2,2,0,1,0,13,1,1,5,2
