,facility_name,facility_type,address,lat,long,modified_name,google_place_id,num_ratings,avg_rating,W,weighted_rating
1338,Brazilian Jiu Jitzu Singapore,Gym, Sophia Road 228149,1.30107054671992,103.84917626624,Brazilian Jiu Jitzu Singapore  Sophia Road,ChIJhw_cbrwZ2jER_TehAGAA4no,11.0,4.9,0.000556651991295987,3.4935890728740824
1339,Pilates Bodyworks - Holland,Gym,36 Holland Drive 270036,1.30918211194726,103.79254748678,Pilates Bodyworks - Holland 36 Holland Drive,ChIJZ4UHIGoa2jERh62Ac5B06eg,8.0,5.0,0.00040483781185162695,3.4934159246157037
1341,Total Yoga - Clarke Quay,Gym,38 Carpenter Street 59917,1.28790271682791,103.84777293526,Total Yoga - Clarke Quay 38 Carpenter Stree,ChIJJawUYAoZ2jER1HNC3SZxDNg,0.0,0.0,0.0,3.492805755395683
1342,Fitness First - Marina Bay Financial Centre,Gym,12 Marina Boulevard 18982,1.27910567910157,103.854297425627,Fitness First - Marina Bay Financial Centre 12 Marina Boulevar,ChIJn00S4A8Z2jERsi0avWvjdKE,36.0,4.4,0.0018217701533323211,3.4944584547937785
1343,Midview Body & Mind,Gym,28 Sin Ming Lane 573972,1.35821656561939,103.833930717119,Midview Body & Mind 28 Sin Ming Lane,ChIJzZQ_BiYX2jERjc478O_hrkA,0.0,0.0,0.0,3.492805755395683
1344,Pilates Inc - The Moving Body Group - Amoy Street,Gym,82 Amoy Street Level 1 69901,1.28078047914706,103.846733698071,Pilates Inc - The Moving Body Group - Amoy Street 82 Amoy Street Level ,ChIJO4h__J4Z2jERgreqyyditXU,5.0,4.4,0.00025302363240726686,3.4930352969787517
1345,The Jungle,Gym, 35B Boat Quay 49824,1.28625502575823,103.849673970079,The Jungle  35B Boat Qua,ChIJ9-XGArwZ2jERDux8j7eYnYY,97.0,5.0,0.004908658468700976,3.5002040571884376
1346,TMP Fitness - Revenue House,Gym, 55 Newton Road 307987,1.31948959451122,103.841975314872,TMP Fitness - Revenue House  55 Newton Road,ChIJJ-m1AOcZ2jER757_DbqW8sI,14.0,4.4,0.0007084661707403471,3.4934484718282754
1347,Amore Fitness - Bugis Junction,Gym,200 Victoria Street Bugis Junction 188021,1.29906799078836,103.855327954497,Amore Fitness - Bugis Junction 200 Victoria Street Bugis Junction,ChIJHwAAsA492jER2ZxCQaptUv8,15.0,3.7,0.0007590708972218005,3.492963030516834
1348,Bukit Gombak ClubFITT Gym,Gym,810 Bukit Batok West Ave 5 659081,1.35790704666032,103.7530237503,Bukit Gombak ClubFITT Gym 810 Bukit Batok West Ave 5,ChIJLzOhyEkQ2jERD-0pECpabro,173.0,4.2,0.008754617681291432,3.4989969706336037
1349,Choa Chu Kang ClubFITT Gym,Gym,1 Choa Chu Kang St 53 689236,1.39066617204386,103.747920712445,Choa Chu Kang ClubFITT Gym 1 Choa Chu Kang St 53,ChIJ_WX9ue0R2jER865IJyACAoc,560.0,4.1,0.028338646829613887,3.510012818650499
1350,Clementi ClubFITT Gym,Gym,518 Clementi Ave 3 129907,1.31101498462879,103.764861415667,Clementi ClubFITT Gym 518 Clementi Ave 3,ChIJgRNCmI0a2jERsaiX0wOxGlE,363.0,4.1,0.018369515712767574,3.5039596196126443
1351,Hougang ClubFITT Gym,Gym,93 Hougang Ave 4 538832,1.37057348785749,103.88807173322,Hougang ClubFITT Gym 93 Hougang Ave 4,ChIJkXNe_kgW2jERdbA8eINhaAc,253.0,4.1,0.012802995799807702,3.5005796607590196
