,index,licence_numbers,business_name,name_of_license,premise_address,lat,long,isLatLongAvailable
0,0,B02008E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"845 YISHUN STREET 81 #01-184, S(760845)",1.41599814748468,103.835053564214,True
1,1,B02011P000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"524A JELAPANG ROAD #03-13/18, GREENRIDGE SHOPPING CENTRE S(671524)",1.38540569310644,103.766228468185,True
2,2,B02012N000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"768 WOODLANDS AVENUE 6 #01-34, WOODLANDS MART S(730768)",1.44564787003157,103.798162285805,True
3,3,B02015J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"122 ANG MO KIO AVENUE 3 #01-1753,#01-1757,#01-1755, S(560122)",1.37018860668947,103.843413231524,True
4,4,B02017C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"301 WOODLANDS STREET 31 #01-217, S(730301)",1.4315052703273,103.773515659097,True
5,5,B02020N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JELEBU ROAD #02-20,#01-15, BUKIT PANJANG PLAZA S(677743)",1.37988291404114,103.764377765935,True
6,6,B02021L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"30 SEMBAWANG DRIVE #B1-01-03, SUN PLAZA S(757713)",1.44819436804175,103.819464386349,True
7,7,B02022K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"71 WOODLANDS AVENUE 3 #01-01, MARSILING MRT STATION S(739044)",1.43262603485889,103.774051197031,True
8,8,B02024E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"888 WOODLANDS DRIVE 50 #01-757, 888 PLAZA S(730888)",1.43711856085535,103.795316064775,True
9,9,B02025C000,fairprice,NTUC FAIRPRICE CO-OPERATIVE LTD,"414 YISHUN RING ROAD #01-1853, S(760414)",1.42452849112151,103.84659554729,True
10,10,B02026B000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"445 FAJAR ROAD #01-536, S(670445)",1.383601112147,103.77094013941,True
11,11,B02032E000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"161 ANG MO KIO AVENUE 4 #01-504, S(560161)",1.37423951664303,103.839489194974,True
12,12,B02034B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"30 WOODLANDS AVENUE 1, WOODGROVE S(739065)",1.42933633490182,103.781337285958,True
13,13,B02035A000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"548 WOODLANDS DRIVE 44 #01-37/38, VISTA POINT S(730548)",1.4308011390122,103.794104795966,True
14,14,B02037X000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"883 WOODLANDS STREET 82 #01-498, WOODLANDS NORTH PLAZA S(730883)",1.44285548185504,103.790965090129,True
15,15,B02038P000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"925 YISHUN CENTRAL 1 #01-211, S(760925)",1.42750549654333,103.837125284539,True
16,16,B02039N000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"293 YISHUN STREET 22 #01-261, S(760293)",1.43591598491658,103.837858420722,True
17,17,B02041C000,hwa soon heng mini supermarket,Tan Kwee Eng,"327 YISHUN RING ROAD #01-1320, S(760327)",1.43007109914643,103.842396446526,True
18,18,B02060V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"256 BANGKIT ROAD #01-69, S(670256)",1.37904775889844,103.773004042544,True
19,19,B02093B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"301 YISHUN AVENUE 2 #01-02, YISHUN MRT STATION S(769093)",1.4295887655538,103.835050382253,True
20,20,B02099L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"849 YISHUN RING ROAD #01-3703, S(760849)",1.41697224217054,103.835293763997,True
21,21,B03074A000,The butcher,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",1.31192195425084,103.796844037126,True
22,22,B03078N000,Fish market,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",1.33183246511303,103.806492461663,True
23,23,B03099C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"628 SENJA ROAD #01-01, S(670628)",1.38509602471476,103.760218434373,True
24,24,B85098V000,HAO MART,HAO MART PTE. LTD.,"239 YISHUN RING ROAD #01-1150, S(760239)",1.43364273451288,103.839634571008,True
25,25,B92077A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"418 YISHUN AVENUE 11 #01-433, S(760418)",1.4248993192219,103.847249789758,True
26,26,B98014C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"215 ANG MO KIO AVENUE 1 #01-877, S(560215)",1.36650736048431,103.841792357962,True
27,27,B99041L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 ORCHID CLUB ROAD #01-34, ORCHID COUNTRY CLUB S(769162)",1.41145912864712,103.845130941112,True
28,28,C02024A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1.33077492770988,103.795713392342,True
29,29,C02025V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"293 HOLLAND ROAD, COLD STORAGE JELITA S(278628)",1.31754555939886,103.785850542515,True
30,30,C02026X000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"2 JURONG EAST STREET 21 #01-100, IMM BUILDING S(609601)",1.33491758755437,103.746877132868,True
31,31,C02032A000,LOTUS GROCERY,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",1.33638188559532,103.768386558311,True
32,32,C02033V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"154A BUKIT BATOK WEST AVENUE 8 #01-01, S(651154)",1.34738825473828,103.743704684376,True
33,33,C02034X000,fairprice,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",1.32383369976841,103.810002032513,True
34,34,C02035P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"451 CLEMENTI AVENUE 3 #01-307, S(120451)",1.31274380194655,103.76584669599,True
35,35,C02036N000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1.3386316527745,103.778585430975,True
36,36,C02037L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"135 JURONG EAST STREET 13 #01-337, S(600135)",1.33385165809403,103.739826358818,True
37,37,C02038K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JURONG WEST CENTRAL 2 #B1-09, JURONG POINT S(648886)",1.33973886612177,103.706789553588,True
38,38,C02040A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"63/66 YUNG KUANG ROAD, #01-119/02-119 S(610063) #01-119/02-119",1.33205938554958,103.722452881172,True
39,39,C02041V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"399 YUNG SHENG ROAD, #01-43A & 01-35 S(610399) #01-43A & 01-35",1.33484487471259,103.720462024278,True
40,40,C02046K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 BUKIT BATOK CENTRAL LINK #B1-01, WEST MALL S(658713)",1.35029683568301,103.749064191572,True
41,41,C02047J000,U Stars Supermarket,U STARS SUPERMARKET PTE. LTD.,"345 CLEMENTI AVENUE 5 #01-78, S(120345)",1.31770281154049,103.769076731999,True
42,42,C02048E000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",1.34239284478687,103.77625052784,True
43,43,C02050X000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"3 YUAN CHING ROAD #01-, #01-01A/02 S(618642) #01-01A/02",1.325468074943,103.725221538081,True
44,44,C02052N000,ridgewood gourmet,Yeo Keng Guan,"5 RIDGEWOOD CLOSE, RIDGEWOOD CONDOMINIUM S(276696)",1.3166189803866,103.77894725541,True
45,45,C02053L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"166 BUKIT BATOK WEST AVENUE 8, #01-256/258 S(650166) #01-256/258",1.34716236191294,103.742807879476,True
46,46,C02080E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"61 TEBAN GARDENS ROAD #01-21, S(600061)",1.32213636287766,103.738292803395,True
47,47,C02104B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"10 BUKIT BATOK CENTRAL #01-08, S(659958)",1.34903534800639,103.749526027989,True
48,48,C03010C000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 MARITIME SQUARE, HARBOURFRONT CENTRE S(099253) #01-47/48/49/50",1.26408889294438,103.820208766742,True
49,49,C79031J000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"21 GHIM MOH ROAD #01-177, S(270021)",1.3100811823695,103.788532893714,True
50,50,C85274C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"345 JURONG EAST STREET 31 #01-29, S(600345)",1.34551210586752,103.73121914575,True
51,51,C99107C000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"1 JURONG WEST CENTRAL 2 #B1-26, JURONG POINT SHOPPING CENTRE S(648886)",1.33973886612177,103.706789553588,True
52,52,CE04086K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"57 DAWSON ROAD #01-01, DAWSON PLACE S(142057)",1.29270252655148,103.810971835645,True
53,53,CE04334P000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"233 ANG MO KIO AVENUE 3 #01-1168, S(560233)",1.36754924977907,103.836740628478,True
54,54,CE04558K000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"108 MCNAIR ROAD #01-295, S(321108)",1.3216190383169,103.859382719506,True
55,55,CE04561V000,-,SHENG SIONG SUPERMARKET PTE LTD,"19 SERANGOON NORTH AVENUE 5 #01-01/02, S(554913)",1.37565367290166,103.872012103115,True
56,56,CE05039P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"201 YISHUN AVENUE 2 #01-03, KHATIB MRT STATION S(769092)",1.41738337009565,103.832979908515,True
57,57,CE05096V000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"316B ANG MO KIO STREET 31 #01-11, MULTI STOREY CAR PARK S(563316)",1.36462540270464,103.847677034369,True
58,58,CE05295K000,FairPrice,NTUC FAIRPRICE CO-OPERATIVE LTD,"71 KALLANG BAHRU #02-531, S(330071)",1.32091158742368,103.870389993875,True
59,59,CE05380X000,LITTLE FARMS,LITTLE FARMS PTE. LTD.,"491 RIVER VALLEY ROAD #01-20,#01-20K,#01-24,#01-25, S(248371)",1.29310515375527,103.827075933061,True
60,60,CE05487V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN BUKIT MERAH #01-4500, S(150001)",1.28644157642074,103.808286977232,True
61,61,CE06044N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"491 RIVER VALLEY ROAD #01-14, VALLEY POINT S(248371)",1.29310515375527,103.827075933061,True
62,62,CE06464C000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",1.32257316934913,103.814245542255,True
63,63,CE06L48L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"10 SINARAN DRIVE #04-47/48, SQUARE 2 S(307506)",1.32044103104797,103.844192628979,True
64,64,CE06M36N000,FAIRPRICE XTRA,NTUC FAIRPRICE CO-OPERATIVE LTD,"53 ANG MO KIO AVENUE 3 #B2-40, S(569933)",1.36925511350953,103.848464053097,True
65,65,CE07320C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"43 CAMBRIDGE ROAD #01-15, S(210043)",1.3153159513727,103.849454198086,True
66,66,CE07705A000,FPXpress,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",1.33176092057825,103.806586709072,True
67,67,CE07783P000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"88 TANGLIN HALT ROAD #01-10, MULTI STOREY CAR PARK S(141088)",1.30186472795448,103.798174301014,True
68,68,CE07D83B000,FairPrice,NTUC FAIRPRICE CO-OPERATIVE LTD,"5 UPPER BOON KENG ROAD #01-05, MULTI STOREY CAR PARK S(380005)",1.31265449628072,103.872541798735,True
69,69,CE08015J000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"18/20 KIM TIAN ROAD, KAI FOOK MANSION S(169252)",1.2848073380459,103.829298010559,True
70,70,CE08808B000,swiss butchery,SWISS BUTCHERY PTE LTD,"56 TANGLIN ROAD #01-02, S(247964)",1.30561167112637,103.822962948283,True
71,71,CE08H32N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"80 LORONG LIMAU #01-191, S(320080)",1.32372053147273,103.855749473454,True
72,72,CE09512V000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"512 BISHAN STREET 13 #01-524, S(570512)",1.3496223524908,103.849881699197,True
73,73,CE09685B000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",1.33149129253859,103.806809027748,True
74,74,CE09744N000,-,yeo hock heng,"5 ALJUNIED ROAD, S(389797)",1.31357604994103,103.881877795334,True
75,75,CE09874X000,MINI MART,AL MARCHE PTE. LTD.,"2 MARINA BOULEVARD #B1-05, SAIL @ MARINA BAY, THE S(018987)",1.28076943476846,103.852658562152,True
76,76,CE09902A000,-,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",1.33166476661284,103.807033788637,True
77,77,CE09H10X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"180 KITCHENER ROAD #B1-09/10, CITY SQUARE MALL S(208539)",1.31139349427341,103.856487111691,True
78,78,CE10085L000,PRB TRADING,PRB TRADING PTE. LTD.,"230 GEYLANG ROAD, #B1-01 & #01-01 S(389290)",1.31208817725995,103.877388748956,True
79,79,CE10637N000,FAMILY NEEDS,FAMILY NEEDS PTE. LTD.,"64 RANGOON ROAD, R66 APARTMENTS S(218354)",1.31391051715464,103.854392537736,True
80,80,CE10B87J000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"383 BUKIT TIMAH ROAD #01-09A, ALOCASSIA APARTMENTS S(259727)",1.31943645952176,103.827347301883,True
81,81,CE10I13B000,FOODIE MARKET PLACE,FOODIE MARKET PLACE PTE. LTD.,"225 OUTRAM ROAD, S(169038)",1.2834507756763,103.835371238027,True
82,82,CE11B47P000,HAO MART,HAO MART PTE. LTD.,"32 LORONG 11 GEYLANG, S(388724)",1.31346903148114,103.877004748853,True
83,83,CE11C49E000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"26 JALAN MEMBINA #01-07, S(161026)",1.28263437649669,103.825595753657,True
84,84,CE11F41C000,FAIRPRICE SHOP,NTUC FAIRPRICE CO-OPERATIVE LTD,"150 SILAT AVENUE #01-44, S(160150)",1.27707706879078,103.831425856916,True
85,85,CE11H82X000,KOSHER SHOP,"Jewish Welfare Board, Singapore, The","24 WATERLOO STREET #02-01, JEWISH SYNAGOGUE S(187950)",1.29824645365032,103.850683146693,True
86,86,CE11M39P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"6 SCOTTS ROAD, SCOTTS SQUARE S(228209) #B1-03/07 & #B1-10",1.30580609670053,103.833059609864,True
87,87,CE11N90C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"712 ANG MO KIO AVENUE 6 #01-4056, S(560712)",1.37140921089454,103.847082876036,True
88,88,CE11P32L000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 SELETAR ROAD #01-11, GREENWICH, THE S(807011)",1.38736769500018,103.869348049282,True
89,89,CE12096L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"1 JALAN BERSEH #B1-03/22, NEW WORLD CENTRE S(209037)",1.30730464109303,103.857706092553,True
90,90,CE12546B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"301 GEYLANG ROAD, BCH@301 S(389344) #01-02, #02-01/02/03/04/05",1.31272145190104,103.878641897568,True
91,91,CE12695A000,HAO MART,HAO MART PTE. LTD.,"74 WHAMPOA DRIVE #01-332,#01-336,#01-334, S(320074)",1.32471579654689,103.857752875203,True
92,92,CE12H50C000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"100 TRAS STREET #B1-01, 100 AM S(079027)",1.27481443733105,103.843515632198,True
93,93,CE12H94B000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"542B SERANGOON NORTH AVENUE 3 #02-01, MUTLI STOREY CAR PARK S(552542)",1.37368392866904,103.871416983254,True
94,94,CE12J32X000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"2 ANG MO KIO DRIVE #01-12, ITE COLLEGE CENTRAL S(567720)",1.37789204897273,103.856411982029,True
95,95,CE12V01C000,HAO MART,HAO MART PTE. LTD.,"16 JALAN KURAS, SEMBAWANG HILLS ESTATE S(577729)",1.37307949430462,103.829630839555,True
96,96,CE13539N000,SuperNature,CULINA PTE. LTD.,"583 ORCHARD ROAD, FORUM S(238884) #B1-05/06/07/08/09",1.30624873073847,103.829034914315,True
97,97,CE13O90C000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"20 AH HOOD ROAD #02-01, S(329984)",1.32694504456951,103.846554377679,True
98,98,CE13R25C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"447A JALAN KAYU #01-02, S(791447)",1.39213828470085,103.872490555974,True
99,99,CE13S05E000,LABIBA ENTERPRISE,HAMINI PTE. LTD.,"249 JALAN KAYU, S(799473)",1.39657691054767,103.872860366695,True
100,100,CE13Z03L000,GIANT HYPERFRESH,COLD STORAGE SINGAPORE (1983) PTE LTD,"3 TEMASEK BOULEVARD #B1-154,#B1-155,#B1-156, SUNTEC CITY MALL S(038983)",1.29487905002429,103.857675494346,True
101,101,CE13Z38L000,AP,AP HOUSE PTE. LTD.,"12 MARINA VIEW #01-06/08, ASIA SQUARE TOWER 2 S(018961) (3 Units: 6, 7 & 8)",1.27822949964567,103.850812513482,True
102,102,CE13Z98K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"808 FRENCH ROAD #01-01, KITCHENER COMPLEX S(200808)",1.30883002147893,103.861354748625,True
103,103,CE14938E000,SONG FISH- SEAFOOD MARKET PLACE,SONG FISH DEALER PTE LTD,"133 NEW BRIDGE ROAD #B1-26, CHINATOWN POINT S(059413)",1.28518516098542,103.844942912274,True
104,104,CE14G71E000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"16 ENGGOR STREET, ALTEZ S(079717) (UNITS: #01-05/06/07/08)",1.27470969772041,103.844319958766,True
105,105,CE14G73B000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"12 KALLANG AVENUE #01-47, APERIA S(339511)",1.30971120678144,103.864326436447,True
106,106,CE14L50J000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"33 SENGKANG WEST AVENUE #B2-24, THE SELETAR MALL S(797653)",1.3914064187312,103.876165682945,True
107,107,CE14Q85A000,B&S MINIMART,B & S MINI MART PTE. LTD.,"310 GEYLANG ROAD, S(389349)",1.31245131450842,103.879622127227,True
108,108,CE15023A000,GW MINIMART,GW TRADER PTE. LTD.,"8 SELETAR NORTH LINK #G1-03, PPT LODGE 1A S(797455)",1.41833138632619,103.896447883223,True
109,109,CE15042P000,PHAN99 SUPERMART,PHAN99 INVESTMENTS PTE. LTD.,"2 SELETAR NORTH LINK #01-38, PPT LODGE 1B S(797601)",1.41703222456972,103.896085339374,True
110,110,CE15577J000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"442 ORCHARD ROAD #B1-01/11, ORCHARD HOTEL S(238879)",1.30744253289071,103.828776671636,True
111,111,CE15695V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"279 SENGKANG EAST AVENUE #01-06, MULTI STOREY CAR PARK S(540279)",1.38621835441264,103.893038290302,True
112,112,CE15B61K000,U Stars Supermarket,U STARS SUPERMARKET PTE. LTD.,"330 ANCHORVALE STREET #01-01, S(540330)",1.3968497990014,103.889246755784,True
113,113,CE15F60K000,HUBER'S,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",1.30679240314535,103.810185814417,True
114,114,CE15G35E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"20 LENGKOK BAHRU #01-13, S(159053)",1.28678542424641,103.814674234674,True
115,115,CE15J25N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"85 DAWSON ROAD #01-01, MULTI STOREY CAR PARK S(141085)",1.29531966312622,103.809758591447,True
116,116,CE16913J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"473 FERNVALE STREET #01-06, FERNVALE RIVERGROVE S(790473)",1.39779874741053,103.881698806174,True
117,117,CE16E64A000,HAO MART,HAO MART PTE. LTD.,"106 HENDERSON CRESCENT #01-47, HENDERSONVILLE S(150106)",1.28942452424589,103.822305493842,True
118,118,CE16I13V000,IROHA MART,IROHA INTERNATIONAL PTE. LTD.,"68 ORCHARD ROAD #B2-17,#B2-18, PLAZA SINGAPURA S(238839)",1.30082071769235,103.845067272938,True
119,119,CE16K18V000,FAIRPRICE SHOP,NTUC FAIRPRICE CO-OPERATIVE LTD,"574 ANG MO KIO AVENUE 10 #01-1847, S(560574)",1.37089456110631,103.85639651349,True
120,120,CE16M43E000,LITTLE FARMS,LITTLE FARMS PTE. LTD.,"7 WALLICH STREET #B2-06, TANJONG PAGAR CENTRE S(078884)",1.27672492702287,103.845155395387,True
121,121,CE17174A000,TASTE SINGAPORE,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",1.31056351475336,103.796107173318,True
122,122,CE17A77E000,CAVEMEN,CAVEMEN PTE. LTD.,"1 JALAN DUSUN #01-11/12,#01-09/10, ONE DUSUN RESIDENCES S(329363)",1.32696539864482,103.84367423097,True
123,123,CE17E43B000,HAO MART,HAO MART PTE. LTD.,"410A SIN MING AVENUE #01-02, MULTI STOREY CAR PARK S(571410)",1.36321586325047,103.83544535822,True
124,124,CE17F56J000,IROHA MART,IROHA INTERNATIONAL PTE. LTD.,"133 NEW BRIDGE ROAD #B1-11, CHINATOWN POINT S(059413)",1.28518516098542,103.844942912274,True
125,125,CE17J36N000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"5 STRAITS VIEW #B2-15/16, THE HEART S(018935)",1.27737235072298,103.852844801266,True
126,126,CE17K55B000,FAIRPRICE SHOP,NTUC FAIRPRICE CO-OPERATIVE LTD,"30 BENDEMEER ROAD #01-871, BENDEMEER VILLE S(330030)",1.31906233206996,103.863880362385,True
127,127,CE17L02A000,FAIRPRICE SHOP,NTUC FAIRPRICE CO-OPERATIVE LTD,"95 LORONG 4 TOA PAYOH #01-70,#01-72,#01-68, TOA PAYOH PALM SPRING S(310095)",1.338974038346,103.849002148998,True
128,128,CE17L45A000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"181 ORCHARD ROAD #B2-01/03,#B2-23/48, ORCHARD CENTRAL S(238896)",1.30083890839245,103.839434733899,True
129,129,CE17M26A000,HAO MART,HAO MART PTE. LTD.,"17 JALAN TENTERAM #01-128, S(321017)",1.32821169071169,103.859812573047,True
130,130,CE17M36X000,HAO MART,HAO MART PTE. LTD.,"146 JALAN BUKIT MERAH #01-1074, S(160146)",1.27783733331047,103.830814605787,True
131,131,CE17P14L000,SF FARM MART,SF (313) PTE. LTD.,"3 TEMASEK BOULEVARD #01-616,#01-617, SUNTEC CITY MALL S(038983)",1.29487905002429,103.857675494346,True
132,132,CE17Q32B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"417 FERNVALE LINK #01-11, MULTI STOREY CAR PARK S(790417)",1.39158622983505,103.879874611419,True
133,133,CE17Q33A000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"338 ANCHORVALE CRESCENT #01-11, MULTI STOREY CAR PARK S(540338)",1.39922772538912,103.88965593061,True
134,134,CE18A78X000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"100 TRAS STREET #02-22/26,#03-01/05,#02-01/05,#03-19/23, 100 AM S(079027)",1.27481443733105,103.843515632198,True
135,135,CE18G73N000,HAO MART,HAO MART PTE. LTD.,"91 TELOK BLANGAH STREET 31 #01-02,#01-03,#01-04, S(100091)",1.27627970533812,103.806955809842,True
136,136,CE18I13C000,LITTLE FARMS,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",1.31067976097165,103.795260908624,True
137,137,CE18P85X000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"111 SOMERSET ROAD #01-01/02,#01-21/30, TRIPLEONE SOMERSET S(238164)",1.3002867755265,103.837420249281,True
138,138,CE18R47X000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"991 BUANGKOK LINK #01-28, MULTI STOREY CAR PARK S(530991)",1.38433426615655,103.881623070164,True
139,139,CE18R71X000,Your Grocer,YOUR GROCER PRIVATE LIMITED,"34 JALAN BUKIT HO SWEE #01-870, THE BEO CRESCENT S(160034)",1.28807687600985,103.82708127923,True
140,140,CE18T11J000,JO BY COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"8A MARINA BOULEVARD #B2-44-50, MARINA BAY LINK MALL S(018984)",1.28023825446086,103.853369662547,True
141,141,CE18T88K000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"180 KITCHENER ROAD #B2-07,#B2-17,#B2-18,#B2-06, CITY SQUARE MALL S(208539)",1.31139349427341,103.856487111691,True
142,142,CE18W55K000,HAO MART,HAO MART PTE. LTD.,"803 KING GEORGE'S AVENUE #01-168, S(200803)",1.30811749102335,103.861188606169,True
143,143,CE19351J000,Jasons Deli By Cold Storage,COLD STORAGE SINGAPORE (1983) PTE LTD,"2 BAYFRONT AVENUE #01-29, MARINA BAY SANDS S(018972)",1.28332249857386,103.857629111139,True
144,144,CE19392L000,CULINA,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",1.30518823313112,103.810314282281,True
145,145,CE19799X000,SUZYAMEER FROZEN,SUZYAMEER FROZEN PTE. LTD.,"991 BUANGKOK LINK #01-24/25, MULTI STOREY CAR PARK S(530991)",1.38433426615655,103.881623070164,True
